country,designation,points,price,price_GBP
Chile,,90,20.0,24.0
Chile,Reserva de Familia,90,20.0,24.0
Chile,Limited Edition,90,22.0,26.4
Chile,Reserva,86,10.0,12.0
Chile,Cefiro Reserva,86,10.0,12.0
Chile,Selected Terroir,86,10.0,12.0
Chile,The Flying Winemaker,86,13.0,15.6
Chile,Lote D,87,14.0,16.8
Chile,Reserve,87,10.0,12.0
Chile,T.H. Terroir Hunter,87,20.0,24.0
Chile,Grey Glacier Single Block Las Terrazas Vineyard,87,24.0,28.799999999999997
Chile,Espino Gran Cuvée,87,24.0,28.799999999999997
Chile,Cenit,92,80.0,96.0
Chile,Private Reserve,85,11.0,13.2
Chile,Reserva Estate Bottled,85,10.0,12.0
Chile,,84,10.0,12.0
Chile,,85,13.0,15.6
Chile,Cherub Rosé of,85,16.0,19.2
Chile,Reserva II,85,10.0,12.0
Chile,,84,23.0,27.599999999999998
Chile,Natura,84,12.0,14.399999999999999
Chile,U Estate Grown,84,10.0,12.0
Chile,Reserva,86,,
Chile,,85,11.0,13.2
Chile,VCS,85,10.0,12.0
Chile,,85,10.0,12.0
Chile,Reserva,85,11.0,13.2
Chile,Corralillo Winemaker's Blend,90,30.0,36.0
Chile,EQ Coastal,90,19.0,22.8
Chile,Marques de Casa Concha,90,25.0,30.0
Chile,Serie Riberas Gran Reserva Ribera del Tinguirica,86,18.0,21.599999999999998
Chile,Classic Collection Unwooded,86,10.0,12.0
Chile,Tama Vineyard Selection,86,15.0,18.0
Chile,1865 Single Vineyard,84,20.0,24.0
Chile,Reserva,84,14.0,16.8
Chile,Reserva Espiritu de Los Andes Estate Bottled,83,12.0,14.399999999999999
Chile,,86,10.0,12.0
Chile,,86,14.0,16.8
Chile,Armador,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,,86,11.0,13.2
Chile,Unwooded,86,9.0,10.799999999999999
Chile,U Estate Grown,85,11.0,13.2
Chile,La Gloria,85,12.0,14.399999999999999
Chile,,85,14.0,16.8
Chile,Tama Vineyard Selection,85,15.0,18.0
Chile,,85,,
Chile,Reserva,87,13.0,15.6
Chile,Collection Easterly,89,30.0,36.0
Chile,Camel Hill,89,45.0,54.0
Chile,Quiron,89,30.0,36.0
Chile,Kai,89,235.0,282.0
Chile,T.H. Lo Abarca,90,22.0,26.4
Chile,La Cumbre,92,120.0,144.0
Chile,Reserva,86,9.0,10.799999999999999
Chile,Armador,86,13.0,15.6
Chile,Gran Reserva,86,17.0,20.4
Chile,Reserva,83,10.0,12.0
Chile,,83,8.0,9.6
Chile,Reserva,83,13.0,15.6
Chile,Specialties Ocean Side,83,18.0,21.599999999999998
Chile,Alba,83,8.0,9.6
Chile,Reserva,83,12.0,14.399999999999999
Chile,Petirrojo Reserva Estate Grown,83,8.0,9.6
Chile,Reserva,82,12.0,14.399999999999999
Chile,,82,13.0,15.6
Chile,Reserve,82,15.0,18.0
Chile,Albamar,82,12.0,14.399999999999999
Chile,,90,55.0,66.0
Chile,Sideral,90,31.0,37.199999999999996
Chile,Gran Terroir Estate Grown La Huella Vineyard,88,18.0,21.599999999999998
Chile,Los Lingues Vineyard,88,20.0,24.0
Chile,Las Almas,90,50.0,60.0
Chile,Kalfu Kuda,88,19.0,22.8
Chile,Ecos de Rulo Single Vineyard El Chequén Estate,89,20.0,24.0
Chile,Castillo de Molina Reserva,89,13.0,15.6
Chile,Max Reserva,89,20.0,24.0
Chile,Gold Syrah-Cabernet Sauvignon-Merlot-Malbec,89,24.0,28.799999999999997
Chile,,86,9.0,10.799999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserva,86,13.0,15.6
Chile,Casillero del Diablo Reserva,85,11.0,13.2
Chile,Limited Release,83,25.0,30.0
Chile,Reserve,83,16.0,19.2
Chile,Reserve,83,10.0,12.0
Chile,Estate Bottled Reserva,83,10.0,12.0
Chile,Secret Reserve,83,12.0,14.399999999999999
Chile,Shiraz-Cabernet,83,10.0,12.0
Chile,Duette Premium,83,18.0,21.599999999999998
Chile,Gran Reserva,83,13.0,15.6
Chile,,83,9.0,10.799999999999999
Chile,Reserve,82,16.0,19.2
Chile,,82,17.0,20.4
Chile,Estate Series,82,8.0,9.6
Chile,Crucero Reserva,86,13.0,15.6
Chile,Aconcagua Costa Single Vineyard,86,17.0,20.4
Chile,Reserva II,86,12.0,14.399999999999999
Chile,Gran Reserva de Los Andes Estate Bottled,86,15.0,18.0
Chile,Vitral Reserva,86,10.0,12.0
Chile,Reserva,86,10.0,12.0
Chile,Ecos de Rulo Single Vineyard El Chequén Estate,90,20.0,24.0
Chile,Orzada Made With Organic Grapes,90,21.0,25.2
Chile,Reserva,87,17.0,20.4
Chile,Alpha,87,22.0,26.4
Chile,Classic Series,87,13.0,15.6
Chile,Select Terroir,87,10.0,12.0
Chile,Grand Reserve,87,18.0,21.599999999999998
Chile,U Estate Grown,86,11.0,13.2
Chile,Alpha,86,25.0,30.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserva Carmenère-Merlot,86,,
Chile,Reserva,86,10.0,12.0
Chile,Tama Vineyard Selection,86,16.0,19.2
Chile,Amplus One,86,22.0,26.4
Chile,U Estate Grown,87,14.0,16.8
Chile,Reserve,86,15.0,18.0
Chile,Select Terroir,86,10.0,12.0
Chile,Legado Reserva,86,18.0,21.599999999999998
Chile,Reserva,86,13.0,15.6
Chile,La Joya Gran Reserva,87,14.0,16.8
Chile,Cab,87,11.0,13.2
Chile,Costa,90,35.0,42.0
Chile,Corralillo,89,30.0,36.0
Chile,Crucero Reserva,86,13.0,15.6
Chile,Secreto,86,14.0,16.8
Chile,Columbine Special Reserve Estate Bottled,86,15.0,18.0
Chile,Albamar,84,11.0,13.2
Chile,Estate,84,12.0,14.399999999999999
Chile,Winemaker's Selection,84,16.0,19.2
Chile,Gran Reserva,84,17.0,20.4
Chile,Duette,84,20.0,24.0
Chile,Aliwen Reserva,84,13.0,15.6
Chile,Vitral Reserva,86,13.0,15.6
Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,17.0,20.4
Chile,Las Pizarras,89,95.0,114.0
Chile,Reserva Lo Mejor Sereno,88,15.0,18.0
Chile,Conde de Superunda,88,55.0,66.0
Chile,Erasmo,89,30.0,36.0
Chile,Zardoz,89,25.0,30.0
Chile,Spring Harvest,89,16.0,19.2
Chile,Reserva de Familia,89,20.0,24.0
Chile,,82,10.0,12.0
Chile,Estate Bottled,81,10.0,12.0
Chile,120,81,7.0,8.4
Chile,,81,10.0,12.0
Chile,Prima Reserva,81,13.0,15.6
Chile,Reserva,81,12.0,14.399999999999999
Chile,Prima Reserva,80,13.0,15.6
Chile,Alpha,88,24.0,28.799999999999997
Chile,Reserva Premium,85,17.0,20.4
Chile,Clos Apalta,95,90.0,108.0
Chile,Alpha,89,22.0,26.4
Chile,Reserva,86,11.0,13.2
Chile,Wetland Winemaker's Selection,86,8.0,9.6
Chile,Made with Organically Grown Grapes,87,16.0,19.2
Chile,Reserva,87,13.0,15.6
Chile,Cefiro Reserva,87,12.0,14.399999999999999
Chile,Cholqui,89,50.0,60.0
Chile,Casas Patronales San Ernesto & Los Olivos Vineyards,84,10.0,12.0
Chile,Casa La Joya Reserve,84,11.0,13.2
Chile,Casillero del Diablo Reserva,87,11.0,13.2
Chile,Reserva,87,10.0,12.0
Chile,Duette Premium,87,18.0,21.599999999999998
Chile,Quatro Reserva,91,16.0,19.2
Chile,Reserva,88,14.0,16.8
Chile,Viu 1,90,90.0,108.0
Chile,Carabantes,90,35.0,42.0
Chile,Reserve,84,12.0,14.399999999999999
Chile,Barrel Selection,85,19.0,22.8
Chile,Gran Reserva de los Andes,85,12.0,14.399999999999999
Chile,Marea,90,25.0,30.0
Chile,120,85,9.0,10.799999999999999
Chile,,89,20.0,24.0
Chile,Amplus,89,24.0,28.799999999999997
Chile,Quatro,88,15.0,18.0
Chile,Reserva de Familia,88,22.0,26.4
Chile,Reserva,88,16.0,19.2
Chile,Reserva,88,15.0,18.0
Chile,Reserve,88,16.0,19.2
Chile,Reserva,86,13.0,15.6
Chile,,85,14.0,16.8
Chile,Barrel Select,85,12.0,14.399999999999999
Chile,Reserve,85,15.0,18.0
Chile,Cefiro Reserva,88,12.0,14.399999999999999
Chile,La Capitana Barrel Reserve,88,18.0,21.599999999999998
Chile,Limited Edition,88,20.0,24.0
Chile,Alpha Marchigue Vineyard,88,25.0,30.0
Chile,Reserva,88,17.0,20.4
Chile,Viejo Feo,85,11.0,13.2
Chile,Cherub,88,16.0,19.2
Chile,Ecos de Rulo Single Vineyard El Chequén Estate,88,20.0,24.0
Chile,Reserva,87,12.0,14.399999999999999
Chile,Reserva Especial,87,17.0,20.4
Chile,Alazan CJ's Barrel,87,38.0,45.6
Chile,Cenit,89,80.0,96.0
Chile,,85,9.0,10.799999999999999
Chile,Castillo de Molina Reserva,81,10.0,12.0
Chile,,80,10.0,12.0
Chile,,85,12.0,14.399999999999999
Chile,Casillero del Diablo Reserve,85,12.0,14.399999999999999
Chile,La Joya Gran Reserva,88,15.0,18.0
Chile,Reserva,87,13.0,15.6
Chile,,87,13.0,15.6
Chile,Herencia,94,100.0,120.0
Chile,Gran Reserva,88,13.0,15.6
Chile,Reserva,86,12.0,14.399999999999999
Chile,Gran Reserva,86,17.0,20.4
Chile,Single Vineyard Block No. 10 Loma Roja,90,20.0,24.0
Chile,,88,12.0,14.399999999999999
Chile,Gran Reserva,88,18.0,21.599999999999998
Chile,Tobiano,88,20.0,24.0
Chile,EQ,88,20.0,24.0
Chile,Conde de Superunda,88,54.0,64.8
Chile,Wild Ferment,88,21.0,25.2
Chile,Red One,89,25.0,30.0
Chile,Gran Araucano,89,35.0,42.0
Chile,Gran Reserva,89,16.0,19.2
Chile,Reserva de Familia,89,20.0,24.0
Chile,Private Reserve,87,11.0,13.2
Chile,Edición Limitada B,92,30.0,36.0
Chile,20 Barrels Limited Edition,80,32.0,38.4
Chile,,80,15.0,18.0
Chile,Casa Real Estate Bottled Old Vines,93,85.0,102.0
Chile,20 Barrels,93,35.0,42.0
Chile,Potro de Piedra Family Reserve Single Vineyard,93,30.0,36.0
Chile,LaCruz,93,56.0,67.2
Chile,B Estate Bottled,90,36.0,43.199999999999996
Chile,Orzada,90,20.0,24.0
Chile,Amplus,90,22.0,26.4
Chile,1865 Limited Edition,87,25.0,30.0
Chile,Grand Reserve,87,18.0,21.599999999999998
Chile,Reserva,87,14.0,16.8
Chile,Gran Reserva,89,14.0,16.8
Chile,Anke,89,18.0,21.599999999999998
Chile,Limited Edition,87,17.0,20.4
Chile,,88,30.0,36.0
Chile,,88,9.0,10.799999999999999
Chile,Tribute,88,17.0,20.4
Chile,Terrunyo Vineyard Selection Block Las Terrazas Unfiltered,91,38.0,45.6
Chile,Founder's Selection,91,35.0,42.0
Chile,Gran Reserva,91,20.0,24.0
Chile,Herú,91,45.0,54.0
Chile,Los Vascos,89,14.0,16.8
Chile,Novas Limited Selection,89,17.0,20.4
Chile,Reserve,89,14.0,16.8
Chile,Gran Reserva,89,14.0,16.8
Chile,1865 Single Vineyard,88,19.0,22.8
Chile,Dry Farming,88,16.0,19.2
Chile,T.H. Terroir Hunter Rarities Garnacha-Cariñena-Monastrell,91,35.0,42.0
Chile,Unique Selection,91,50.0,60.0
Chile,Ojos del Salado,85,10.0,12.0
Chile,Clava Reserve Pinot Noir,85,9.0,10.799999999999999
Chile,,85,9.0,10.799999999999999
Chile,Magico,91,35.0,42.0
Chile,Lot 21,90,40.0,48.0
Chile,Lot 8,90,49.0,58.8
Chile,Conforme,90,35.0,42.0
Chile,Reserva,86,16.0,19.2
Chile,Gran Reserva Etiqueta Azul,91,40.0,48.0
Chile,Reserva,89,13.0,15.6
Chile,Reserva,89,12.0,14.399999999999999
Chile,Gran Reserva,89,17.0,20.4
Chile,Serie Riberas Gran Reserva Ribera del Tinguiririca,89,18.0,21.599999999999998
Chile,Gran Reserva de Los Andes,89,15.0,18.0
Chile,Grey [Glacier] Single Block,89,20.0,24.0
Chile,Reserva,82,12.0,14.399999999999999
Chile,Natura,82,11.0,13.2
Chile,El Llano Vineyard Estate Bottled,82,9.0,10.799999999999999
Chile,Reserva,81,18.0,21.599999999999998
Chile,Carmenere,86,13.0,15.6
Chile,Reserva Oak Barrel Aged,86,10.0,12.0
Chile,120,80,9.0,10.799999999999999
Chile,Casillero del Diablo Reserve,84,10.0,12.0
Chile,Gran Toqui,88,28.0,33.6
Chile,Special Release Reserva,87,12.0,14.399999999999999
Chile,,86,10.0,12.0
Chile,Cefiro Reserva,86,12.0,14.399999999999999
Chile,The Lost Barrel,90,27.0,32.4
Chile,T.H.,89,25.0,30.0
Chile,LFE900 Single Vineyard,89,35.0,42.0
Chile,,88,19.0,22.8
Chile,Tributo Edicion Limitada,88,,
Chile,Marques de Casa Concha,88,22.0,26.4
Chile,Codigo del Toqui,91,45.0,54.0
Chile,,91,25.0,30.0
Chile,Vigno,91,45.0,54.0
Chile,T.H. Terroir Hunter,91,25.0,30.0
Chile,Single Vineyard Neblina,89,,
Chile,Alpha,89,23.0,27.599999999999998
Chile,Reserva,82,11.0,13.2
Chile,,82,8.0,9.6
Chile,Los Vascos,82,14.0,16.8
Chile,Reserva Guardián,82,12.0,14.399999999999999
Chile,Scandalous,82,10.0,12.0
Chile,Reserva Estate Bottled,82,10.0,12.0
Chile,Reserve,82,15.0,18.0
Chile,Organic,80,14.0,16.8
Chile,Single Vineyard,80,13.0,15.6
Chile,Lot #60 Pirque Vineyard,89,39.0,46.8
Chile,,84,8.0,9.6
Chile,Private Reserve,84,11.0,13.2
Chile,Brut Rosé,84,12.0,14.399999999999999
Chile,Gran Reserva,84,15.0,18.0
Chile,Gran Reserva Origen,84,16.0,19.2
Chile,Bicicleta,84,12.0,14.399999999999999
Chile,Nina Brut,84,13.0,15.6
Chile,Reserva Estate Bottled,84,10.0,12.0
Chile,Casillero del Diablo Reserva,83,11.0,13.2
Chile,,83,8.0,9.6
Chile,Talinay,83,30.0,36.0
Chile,Casa Grand Selection,83,14.0,16.8
Chile,T.H.Terroir Hunter Lo Abarca,83,22.0,26.4
Chile,Vigno Old Vines Dry Farmed,83,47.0,56.4
Chile,120,83,8.0,9.6
Chile,Reserve,83,16.0,19.2
Chile,Twelvestones Estate Grown and Bottled,83,10.0,12.0
Chile,Reserve,83,16.0,19.2
Chile,Reserva Sauvignon Blanc-Carmenère,83,11.0,13.2
Chile,120,83,8.0,9.6
Chile,Grand Reserve,90,16.0,19.2
Chile,,90,18.0,21.599999999999998
Chile,Le Dix de Los Vascos,93,65.0,78.0
Chile,Herencia,93,90.0,108.0
Chile,Edicion Limitada Single Vineyard,92,40.0,48.0
Chile,Amelia Limited Release,86,50.0,60.0
Chile,Reserve,86,10.0,12.0
Chile,Single Vineyard Canelo,86,20.0,24.0
Chile,Queulat Single Vineyard Gran Reserva,86,18.0,21.599999999999998
Chile,Gran Reserva,88,15.0,18.0
Chile,El Principal,91,77.0,92.39999999999999
Chile,Gran Reserva,89,17.0,20.4
Chile,Sibaris Gran Reserva,89,18.0,21.599999999999998
Chile,VSC,92,40.0,48.0
Chile,Don Melchor,92,95.0,114.0
Chile,Centauri,91,18.0,21.599999999999998
Chile,Los Vascos Grande Reserve,87,,
Chile,Reserva,86,12.0,14.399999999999999
Chile,Antiguas Reservas,86,15.0,18.0
Chile,,86,9.0,10.799999999999999
Chile,Natura,86,11.0,13.2
Chile,Cefiro Reserva,86,12.0,14.399999999999999
Chile,Sepia Reserva,86,10.0,12.0
Chile,Outer Limits Beyond Frontiers Apalta Vineyard,90,60.0,72.0
Chile,House of Morandé,90,50.0,60.0
Chile,Unfiltered Rapsodia,90,40.0,48.0
Chile,Reserva,84,12.0,14.399999999999999
Chile,Reserva,84,15.0,18.0
Chile,Gran Reserva,84,15.0,18.0
Chile,Wave Series Right Wave,84,12.0,14.399999999999999
Chile,Casa Grand Selection,84,12.0,14.399999999999999
Chile,Edicion Limitada A,91,30.0,36.0
Chile,La Joya Reserve,86,11.0,13.2
Chile,Memorias,86,36.0,43.199999999999996
Chile,Block Selection Estate Reserve,86,11.0,13.2
Chile,Amplus,86,24.0,28.799999999999997
Chile,Casillero del Diablo Reserva,86,12.0,14.399999999999999
Chile,,91,25.0,30.0
Chile,La Joya Gran Reserva,85,15.0,18.0
Chile,Leyenda del Toqui,88,75.0,90.0
Chile,Edicion Limitada M,88,30.0,36.0
Chile,Axel Primero,92,30.0,36.0
Chile,Royale,89,26.0,31.2
Chile,Millantu,89,25.0,30.0
Chile,T.H.,89,20.0,24.0
Chile,La Joya Gran Reserva,89,15.0,18.0
Chile,Alwa Limited Edition,89,35.0,42.0
Chile,Max Reserva,89,20.0,24.0
Chile,Capítulo by Odfjell Carignan-Cabernet Sauvignon-Malbec,87,15.0,18.0
Chile,Clava Reserve,85,15.0,18.0
Chile,Castillo de Molina Reserva,85,12.0,14.399999999999999
Chile,,84,10.0,12.0
Chile,La Cumbre,92,125.0,150.0
Chile,Lota,92,80.0,96.0
Chile,Vieilles Vignes,85,20.0,24.0
Chile,Marques de Casa Concha,85,18.0,21.599999999999998
Chile,1865 Single Vineyard,87,19.0,22.8
Chile,Selección del Directorio Gran Reserva,87,10.0,12.0
Chile,Chamán Gran Reserva,87,25.0,30.0
Chile,,83,9.0,10.799999999999999
Chile,Reserva,83,10.0,12.0
Chile,,83,12.0,14.399999999999999
Chile,,83,9.0,10.799999999999999
Chile,Reserva Unoaked,83,11.0,13.2
Chile,Reserva Privada,83,,
Chile,,83,22.0,26.4
Chile,Entre Cordilleras Dalca Series,88,13.0,15.6
Chile,Hacedor de Mundos Old Vines Estate Bottled Dry Farmed,88,45.0,54.0
Chile,,88,17.0,20.4
Chile,,88,12.0,14.399999999999999
Chile,Pedregoso Gran Reserva,88,15.0,18.0
Chile,The Lost Barrel,91,27.0,32.4
Chile,Reserva de Familia,91,20.0,24.0
Chile,Vertice Apalta Vineyard,91,37.0,44.4
Chile,Don Maximiano Founder's Reserva,91,90.0,108.0
Chile,Ecos de Rulo Single Vineyard El Rulo Estate,90,20.0,24.0
Chile,Sideral,90,25.0,30.0
Chile,Alpha M,93,90.0,108.0
Chile,Gran Reserva El Refugio Vineyard,85,15.0,18.0
Chile,Reserva,87,14.0,16.8
Chile,Legado Reserva,87,16.0,19.2
Chile,Punto Niño Reserva,86,11.0,13.2
Chile,Envero Gran Reserva,86,16.0,19.2
Chile,Boya,89,18.0,21.599999999999998
Chile,Cefiro Reserva,86,12.0,14.399999999999999
Chile,Key,86,17.0,20.4
Chile,Viento Terral,86,19.0,22.8
Chile,Gran Reserva,86,14.0,16.8
Chile,Selección,86,14.0,16.8
Chile,120,86,9.0,10.799999999999999
Chile,Reserva,86,14.0,16.8
Chile,Entre Cordilleras Dalca Series,86,14.0,16.8
Chile,Kuda,86,19.0,22.8
Chile,Founder's Selection,91,35.0,42.0
Chile,Reserva,87,9.0,10.799999999999999
Chile,Visión,87,13.0,15.6
Chile,Classic,87,12.0,14.399999999999999
Chile,Cool Coast Viñedo de Paredones,90,24.0,28.799999999999997
Chile,Marques de Casa Concha,88,23.0,27.599999999999998
Chile,Aconcagua Costa Single Vineyard,88,20.0,24.0
Chile,Noche de Luna,88,26.0,31.2
Chile,Hacienda Araucano,80,13.0,15.6
Chile,Olas del Sur,86,10.0,12.0
Chile,Gran Reserva,86,15.0,18.0
Chile,Castilla de Molina Reserva,86,13.0,15.6
Chile,Gran Reserva Corte,87,20.0,24.0
Chile,,87,15.0,18.0
Chile,Reserva Especial,86,19.0,22.8
Chile,Gran Reserva,86,19.0,22.8
Chile,Estate Selection,86,13.0,15.6
Chile,Secreto,86,14.0,16.8
Chile,Reserva,86,10.0,12.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Casillero del Diablo Reserve,86,12.0,14.399999999999999
Chile,Casillero del Diablo Reserve,86,10.0,12.0
Chile,,86,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,,84,10.0,12.0
Chile,Special Selection,84,15.0,18.0
Chile,Grand Reserve,87,22.0,26.4
Chile,Reserve,87,8.0,9.6
Chile,,87,10.0,12.0
Chile,Oak Aged,87,16.0,19.2
Chile,Barrel Select,87,10.0,12.0
Chile,120,85,9.0,10.799999999999999
Chile,,86,13.0,15.6
Chile,Calicanto,86,18.0,21.599999999999998
Chile,Organically Grown Grapes,86,13.0,15.6
Chile,,86,15.0,18.0
Chile,Zardoz,87,,
Chile,EQ Coastal,89,20.0,24.0
Chile,Cefiro Reserva,88,12.0,14.399999999999999
Chile,Gran Devoción,88,20.0,24.0
Chile,Tributo Single Vineyard,88,20.0,24.0
Chile,Babor,84,8.0,9.6
Chile,Puerto Viejo Reserve,84,10.0,12.0
Chile,Terroir Selection Gran Reserva,84,16.0,19.2
Chile,,84,10.0,12.0
Chile,Culpeo Made with Organic Grapes,84,10.0,12.0
Chile,Clava,86,13.0,15.6
Chile,Los Vascos,86,14.0,16.8
Chile,Axel,87,20.0,24.0
Chile,Classic Series,87,13.0,15.6
Chile,Select Terroir,87,10.0,12.0
Chile,Lot#38 Old-Vine Pale,87,20.0,24.0
Chile,Grial,90,75.0,90.0
Chile,Las Brisas Single Vineyard,88,22.0,26.4
Chile,Unfiltered,88,28.0,33.6
Chile,Single Vineyard Estate Bottled Gran Reserva,88,,
Chile,La Joya Reserve,88,13.0,15.6
Chile,Armador,88,12.0,14.399999999999999
Chile,Gran Crucero Limited Edition,88,27.0,32.4
Chile,Reserva,88,13.0,15.6
Chile,,88,9.0,10.799999999999999
Chile,Reserva,88,9.0,10.799999999999999
Chile,Quatro,88,15.0,18.0
Chile,Reserva de Familia,88,22.0,26.4
Chile,U Estate Grown,86,11.0,13.2
Chile,Secreto,86,15.0,18.0
Chile,Enco Reserve,86,14.0,16.8
Chile,Gran Reserva Apalta Vineyard,86,15.0,18.0
Chile,Amplus,86,22.0,26.4
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Sibaris Reserva Especial,88,16.0,19.2
Chile,Selección,88,12.0,14.399999999999999
Chile,Reserva,88,12.0,14.399999999999999
Chile,Kankana del Elqui,88,44.0,52.8
Chile,Reserva,86,12.0,14.399999999999999
Chile,Anderra,86,12.0,14.399999999999999
Chile,Reserva,86,14.0,16.8
Chile,Reserva,89,11.0,13.2
Chile,Reserva,88,9.0,10.799999999999999
Chile,T.H. Alto Maipo,88,29.0,34.8
Chile,Made with Organically Grown Grapes,88,16.0,19.2
Chile,,90,20.0,24.0
Chile,Hacienda Araucano Clos de Lolol,90,20.0,24.0
Chile,Block Selection Reserve,87,11.0,13.2
Chile,Grey,87,29.0,34.8
Chile,Tobiano,87,20.0,24.0
Chile,,87,18.0,21.599999999999998
Chile,Casa La Joya Gran Reserve,89,13.0,15.6
Chile,Reserva,89,14.0,16.8
Chile,,88,10.0,12.0
Chile,Reserva Privada,87,15.0,18.0
Chile,Altazor,92,50.0,60.0
Chile,El Alto,92,40.0,48.0
Chile,CA1 Andes,92,30.0,36.0
Chile,Gran Reserva,92,22.0,26.4
Chile,Vernus,88,17.0,20.4
Chile,Clava Coastal Reserve,88,10.0,12.0
Chile,Dry Farming Specialties,88,15.0,18.0
Chile,,88,12.0,14.399999999999999
Chile,Reserva,88,12.0,14.399999999999999
Chile,Gravas del Maipo,93,150.0,180.0
Chile,Kuyen,89,30.0,36.0
Chile,Amplus,89,24.0,28.799999999999997
Chile,Reserva,83,9.0,10.799999999999999
Chile,Reserva,83,12.0,14.399999999999999
Chile,Hacienda Araucano Reserva,83,13.0,15.6
Chile,,83,9.0,10.799999999999999
Chile,Reserva,83,12.0,14.399999999999999
Chile,Gran Reserva,83,18.0,21.599999999999998
Chile,,83,7.0,8.4
Chile,Reserva,83,17.0,20.4
Chile,,84,12.0,14.399999999999999
Chile,Reserva,84,10.0,12.0
Chile,Cuvée Alexandre Apalta Vineyard,89,24.0,28.799999999999997
Chile,Single Vineyard,89,24.0,28.799999999999997
Chile,,89,23.0,27.599999999999998
Chile,Reserva,89,11.0,13.2
Chile,Triple C Estate Bottled,89,40.0,48.0
Chile,Estate Collection,83,9.0,10.799999999999999
Chile,La Palma Reserva,83,10.0,12.0
Chile,Reserva,83,13.0,15.6
Chile,,83,12.0,14.399999999999999
Chile,Reserva de Familia,83,20.0,24.0
Chile,Crucero Reserva,83,13.0,15.6
Chile,,83,9.0,10.799999999999999
Chile,Gran Reserva,83,19.0,22.8
Chile,,83,10.0,12.0
Chile,Edicion Limitada Rosé de Pinot Noir,85,13.0,15.6
Chile,,85,11.0,13.2
Chile,,85,13.0,15.6
Chile,Reserva,84,12.0,14.399999999999999
Chile,Kuyen,92,45.0,54.0
Chile,Viñedo Chadwick,92,400.0,480.0
Chile,Nimbus Single Vineyard,82,15.0,18.0
Chile,Reserve,81,11.0,13.2
Chile,Block Selection Reserve Block N.13,81,10.0,12.0
Chile,Reserva,80,15.0,18.0
Chile,Parinacota Limited Edition,92,35.0,42.0
Chile,Reserva,87,13.0,15.6
Chile,Grand Cru,87,40.0,48.0
Chile,Estate,87,9.0,10.799999999999999
Chile,Birdsnest,86,12.0,14.399999999999999
Chile,Reserve,86,8.0,9.6
Chile,Don Maximiano Estate - Reserva,86,25.0,30.0
Chile,,88,17.0,20.4
Chile,Escudo Rojo,88,15.0,18.0
Chile,Gran Toqui,89,28.0,33.6
Chile,Olas del Sur,86,10.0,12.0
Chile,Gran Reserva,86,15.0,18.0
Chile,Castilla de Molina Reserva,86,13.0,15.6
Chile,Special Release Reserva,86,15.0,18.0
Chile,Aliwen Reserva,85,12.0,14.399999999999999
Chile,Crucero Reserva,85,13.0,15.6
Chile,,85,9.0,10.799999999999999
Chile,Casa Real,93,75.0,90.0
Chile,Manso de Velasco Viñas Viejas,91,65.0,78.0
Chile,Alpha,90,23.0,27.599999999999998
Chile,Reserva,90,17.0,20.4
Chile,Gran Reserva,90,18.0,21.599999999999998
Chile,Lot 5,88,30.0,36.0
Chile,Reserva Sauvignon Blanc-Carmenère,84,11.0,13.2
Chile,Single Vineyard,84,13.0,15.6
Chile,Santa Digna,84,12.0,14.399999999999999
Chile,La Finca Clos D'Angel,84,13.0,15.6
Chile,,84,13.0,15.6
Chile,Reserva,84,14.0,16.8
Chile,Reserve,84,10.0,12.0
Chile,Block Selection Tinga Reserve,84,12.0,14.399999999999999
Chile,Single Vineyard,84,13.0,15.6
Chile,Los Vascos,84,14.0,16.8
Chile,Reserve,84,10.0,12.0
Chile,Estate Bottled,86,9.0,10.799999999999999
Chile,Los Vascos,86,11.0,13.2
Chile,,86,9.0,10.799999999999999
Chile,Los Vascos,86,11.0,13.2
Chile,,86,8.0,9.6
Chile,,85,8.0,9.6
Chile,Reserva,85,12.0,14.399999999999999
Chile,,85,7.0,8.4
Chile,Maxima Claret,85,21.0,25.2
Chile,Xplorador,85,8.0,9.6
Chile,Santa Digna,85,12.0,14.399999999999999
Chile,Reserva,85,11.0,13.2
Chile,,84,7.0,8.4
Chile,,84,8.0,9.6
Chile,Gran Reserva,84,15.0,18.0
Chile,Reserva,84,12.0,14.399999999999999
Chile,Reserva,84,13.0,15.6
Chile,120,84,7.0,8.4
Chile,Xplorador,84,8.0,9.6
Chile,,86,13.0,15.6
Chile,35° South Reserva,86,9.0,10.799999999999999
Chile,Gravas del Maipo,90,150.0,180.0
Chile,Secret Reserve,85,12.0,14.399999999999999
Chile,,85,10.0,12.0
Chile,Limited Selection,85,16.0,19.2
Chile,Estate Reserva,84,11.0,13.2
Chile,Legado Reserva,84,19.0,22.8
Chile,Reserva,87,17.0,20.4
Chile,Aliwen Reserva,87,13.0,15.6
Chile,Estate Collection,85,9.0,10.799999999999999
Chile,,85,10.0,12.0
Chile,,84,9.0,10.799999999999999
